,contract_address,minute,price,symbol
2011,0x6b175474e89094c44da98b954eedeac495271d0f,2024-04-16 16:10:00.000 UTC,1.001867,DAI
2012,0x96f6ef951840721adbf46ac996b59e0235cb985c,2024-04-16 16:12:00.000 UTC,1.021475,USDY
2013,0x96f6ef951840721adbf46ac996b59e0235cb985c,2024-04-16 16:14:00.000 UTC,1.021475,USDY
2014,0x3c3a81e81dc49a522a592e7622a7e711c06bf354,2024-04-16 16:15:00.000 UTC,1.073139,MNT
2015,0x3c3a81e81dc49a522a592e7622a7e711c06bf354,2024-04-16 16:15:00.000 UTC,1.073139,MNT
2016,0x96f6ef951840721adbf46ac996b59e0235cb985c,2024-04-16 16:16:00.000 UTC,1.01957,USDY
2017,0x96f6ef951840721adbf46ac996b59e0235cb985c,2024-04-16 16:18:00.000 UTC,1.01957,USDY
2018,0xd5f7838f5c461feff7fe49ea5ebaf7728bb0adfa,2024-04-16 16:20:00.000 UTC,3101.88,mETH
2019,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-04-16 16:20:00.000 UTC,1.001383,USDC
2020,0x3c3a81e81dc49a522a592e7622a7e711c06bf354,2024-04-16 16:20:00.000 UTC,1.079479,MNT
2021,0x3c3a81e81dc49a522a592e7622a7e711c06bf354,2024-04-16 16:20:00.000 UTC,1.079479,MNT
2022,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-04-16 16:20:00.000 UTC,1.001761,USDT
2023,0x3c3a81e81dc49a522a592e7622a7e711c06bf354,2024-04-16 16:20:00.000 UTC,1.079479,MNT
2024,0x6b175474e89094c44da98b954eedeac495271d0f,2024-04-16 16:20:00.000 UTC,1.000514,DAI
2025,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,2024-04-16 16:20:00.000 UTC,61948.36,WBTC
2026,0x96f6ef951840721adbf46ac996b59e0235cb985c,2024-04-16 16:20:00.000 UTC,1.020292,USDY
2027,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2024-04-16 16:20:00.000 UTC,3022.29,WETH
2028,0x96f6ef951840721adbf46ac996b59e0235cb985c,2024-04-16 16:22:00.000 UTC,1.020292,USDY
